GlobalEventID,is_supply_chain_relevant,impact_domain_draft,country,summary_kr,error_msg,affected_material,tone_score,event_type
1203442057,False,기타,USA,"이 기사는 메인 주 하원의 공화당 후보가 정부가 허리케인을 만들어 땅을 빼앗고 보수적인 주의 유권자들을 처벌하고 있다는 주장을 하며, 허리케인과 리튬 채굴에 대한 음모론을 퍼뜨리고 있다는 내용을 담고 있습니다. 그러나 이 내용은 공급망 리스크와는 관련이 없습니다.",,"[""lithium""]",-0.5,conspiracy theory
1265684943,False,기타,Dominican Republic,"이 기사는 우리세스 프란시스코 에스파야트의 정치적 경과와 관련된 내용으로, 공급망 리스크와는 무관합니다.",,[],0.5,Political Event
1125827687,False,기타,Australia,이 기사는 호주 총리가 중국 방문을 발표하며 양국 간의 무역 분쟁 해소 노력을 지속할 것이라는 내용을 담고 있습니다. 그러나 공급망 리스크와는 관련이 없습니다.,,"[""coal"", ""barley"", ""wine"", ""iron ore""]",0.3,trade dispute resolution
1268924837,True,정책,중국,"중국이 희토류 광물에 대한 새로운 규제를 시행하면서 미국과의 무역 전쟁이 심화되고 있다. 이 규제는 모든 국가에 적용되며, 외국 기업은 중국에서 유래한 희토류가 포함된 제품을 수출하기 위해 중국 정부의 승인을 받아야 한다. 이는 미국의 산업 기반에 큰 영향을 미칠 것으로 예상된다. 희토류는 컴퓨터 칩, 드론, 자동차 및 방위 기술에 필수적이다. 이러한 규제는 미국의 국가 안보에도 중대한 영향을 미칠 수 있다.",,"[""rare earth minerals""]",-0.5,trade restrictions
1155655037,True,시장,Indonesia,"인도네시아의 대통령 후보가 호주 니켈 광산의 폐쇄를 초래한 논란의 여지가 있는 니켈 정책을 지지하고 있으며, 이는 글로벌 가격 하락을 초래하고 있다. 이로 인해 시장에 부정적인 영향을 미칠 것으로 예상된다.",,"[""nickel""]",-0.5,policy change
1037092317,False,기타,Ukraine,"이 기사는 우크라이나 전쟁과 관련된 군사적 상황을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""weapons"", ""gas""]",-0.5,military conflict
1127916902,False,기타,러시아,"이 기사는 러시아의 우크라이나 침공과 관련된 제재에 대한 내용을 다루고 있으며, 공급망 리스크와 직접적인 연관성이 없습니다.",,"[""oil"", ""petroleum products"", ""aviation equipment""]",-0.5,sanctions
1171342998,True,정책,United States,"바이든 행정부는 알래스카의 수백만 에이커에 걸쳐 석유 및 광업 작업을 차단하는 연방 보호 조치를 확대했습니다. 이는 구리 매장지에 접근하기 위한 산업 도로 건설 허가를 거부하고, 북극 원주 북쪽의 생태적으로 민감한 지역에서 석유 시추를 금지하는 조치를 포함합니다. 이로 인해 알래스카의 광물 공급망에 중대한 영향을 미칠 것으로 예상됩니다.",,"[""copper"", ""oil""]",-0.5,regulatory action
1103566193,False,기타,Germany,"이 기사는 우크라이나 전쟁과 관련된 정치적 제재 및 외교적 긴장에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""Öl"", ""Kraftstoffe"", ""Konsumgüter""]",-0.5,Sanktionen
1207723885,False,기타,Myanmar,"이 기사는 EU가 미얀마의 카렌 국경 경비대(BGF) 지도자들에 대한 제재를 발표한 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],-0.5,Sanctions
1161018700,True,생산,미국,"MIT의 Yet-Ming Chiang 교수와 Tesla의 Mateo Jaramillo가 재생 가능 에너지 저장의 필요성을 논의하며, 기존의 리튬 이온 배터리 대신 철 기반의 저비용 장기 저장 기술을 개발하고 있다는 내용의 기사입니다. 이 기술은 재생 가능 에너지를 안정적으로 저장할 수 있는 가능성을 제시하며, 배터리 생산에 필요한 원자재의 공급망 리스크가 중요하다는 점을 강조합니다.",,"[""lithium"", ""iron""]",0.5,market growth
1228259892,True,정책,Ukraine,"우크라이나의 젤렌스키 대통령은 미국과의 희귀 광물 거래에 대한 협상이 진행되고 있다고 밝혔으며, 이는 우크라이나의 리튬과 같은 귀중한 자원의 개발과 관련된 정책적 변화가 있을 것임을 시사한다. 미국의 제안이 더 공정한 방향으로 나아가고 있으며, 이는 우크라이나의 광물 자원 개발에 대한 새로운 정책적 합의가 이루어질 가능성을 나타낸다.",,"[""lithium""]",0.3,Negotiation
1104259174,True,생산,Canada,"First Tellurium Corp.가 브리티시컬럼비아의 Deer Horn 프로젝트에서 10,000톤의 대량 샘플을 채취하기 위한 허가를 신청했습니다. 이 프로젝트는 북미에서 유일하게 긍정적인 경제성 평가를 받은 텔루륨 프로젝트로, 텔루륨의 수요가 증가하고 있으며, 생산 확대를 위한 드릴링 작업이 진행될 예정입니다. 이로 인해 텔루륨 공급망에 긍정적인 영향을 미칠 것으로 예상됩니다.",,"[""tellurium (Te)"", ""silver (Ag)""]",0.5,permit application
1113040433,False,기타,US,"이 기사는 미국 내에서 수감자들이 정부의 지원으로 무료 대학 교육을 받을 수 있게 되는 내용에 대한 것으로, 공급망 리스크와는 관련이 없습니다.",,[],0.5,Policy Change
1016024086,False,기타,영국,"이 기사는 Trident Royalties가 Thacker Pass 소송에서 제외되었다는 내용으로, 공급망 리스크와 관련이 없습니다.",,"[""Lithium""]",0.0,Litigation Dismissal
1062206753,True,기타,Australia,"이 기사는 호주 은행이 2025년부터 전기차 구매를 위한 대출만 제공하겠다고 발표한 내용을 다루고 있습니다. 전기차 배터리 생산에 필요한 원자재의 가격 상승과 아동 및 강제 노동 문제를 언급하며, 전기차 공급망의 리스크를 강조하고 있습니다.",,"[""cobalt"", ""nickel"", ""lithium""]",-0.5,policy change
1115002164,False,기타,United States,"이 기사는 Arch City Steel이라는 회사의 제품과 서비스에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""Nickel"", ""Nickel Alloy 200"", ""316 stainless steel"", ""317 stainless steel"", ""C276 tubing"", ""Alloy 800H tubing"", ""Alloy 825 tubing"", ""al6xn tubing"", ""Hastelloy C276 tubing""]",0.5,Product Offering
1277860677,False,기타,미국,"이 기사는 덴버의 새로운 바 개장에 대한 내용으로, 공급망 리스크와 관련된 정보가 포함되어 있지 않습니다.",,"[""steel"", ""aluminum"", ""gypsum""]",-0.5,construction delay
998526869,False,기타,Australia,"이 기사는 리처드 판사가 비즈니스 소유자와 정부 간의 법적 분쟁에 대한 내용을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,[],0.0,Court Decision
1214691746,False,기타,Canada,"이 기사는 테일러 스위프트 공연 후 미국으로 돌아가는 팬들로 인해 국경에서의 대기 시간이 길어지고 있다는 내용을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,[],0.5,Traffic Delay
1268615438,True,정책,Australien,"중국의 희토류 수출 제한 조치로 인해 호주 주식이 급등하고 있으며, 호주 정부는 전략적 희토류 기금을 통해 국내 프로젝트를 지원하고 가격 보장을 제공할 계획이다. 이는 미국과의 자원 협정으로 이어질 가능성이 있으며, 호주는 서방 산업의 안전망 역할을 할 것으로 기대된다.",,"[""Dysprosium"", ""Terbium"", ""Samarium"", ""Lithium"", ""Kobalt""]",0.8,Export Restrictions
1086603760,True,정책,United States,"미국 하원의원 피트 스타버가 에너지 및 광물 자원 소위원회 의장으로 임명되었으며, 바이든 행정부의 결정이 광물 산업에 미친 부정적 영향을 감독하고 허가 개혁을 추진할 계획이다. 특히, 바이든 행정부가 225,500 에이커의 연방 광물 임대를 금지한 결정이 트윈 메탈스의 구리-니켈 광산 계획을 무산시켰다. 스타버는 허가 과정의 불확실성이 투자 유치를 저해하고 있으며, 미국이 중요한 광물에 대한 의존도를 줄여야 한다고 강조했다. 그는 '2023년 허가 필요 법안'을 제정하여 환경 검토 기한을 설정하고 법적 도전의 기간을 제한할 계획이다.",,"[""copper"", ""nickel""]",0.2,policy change
956921568,True,정책,Australia,"중국이 호주 와인 수출에 212%의 관세를 부과하면서 호주 정부가 와인 산업을 지원하겠다고 발표했다. 이는 호주와 중국 간의 무역 긴장이 고조되는 가운데 발생한 일로, 호주 정부는 세계무역기구(WTO)에 공식 항의할 계획이다. 이러한 조치는 호주 와인 산업에 심각한 영향을 미칠 것으로 예상된다.",,"[""wine"", ""barley"", ""sugar"", ""timber"", ""coal""]",-0.5,tariff imposition
1049040634,False,기타,Australia,"이 기사는 호주와 중국 간의 외교 관계 회복에 관한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""aluminium""]",-0.5,aerial confrontation
957638799,True,정책,Australia,"중국과의 관계 악화 우려로 인해 호주 정부는 여러 정책적 조치를 취하고 있으며, 이는 호주산 제품에 대한 수출 제한 및 관세 부과로 이어지고 있다. 특히, 호주산 쇠고기, 보리, 와인, 석탄 등의 수출이 중국 정부의 규제로 인해 큰 타격을 받고 있다. 이러한 상황은 호주 배터리 제조업체의 원자재 공급망에 심각한 영향을 미칠 수 있다.",,"[""beef"", ""barley"", ""iron ore"", ""wine"", ""coal"", ""lobster"", ""sugar"", ""logs"", ""copper"", ""timber""]",-0.8,trade dispute
1118387368,True,지정학,Zimbabwe,"짐바브웨의 총선이 다가오면서 중국이 이 지역의 리튬 공급망에 미치는 영향이 커지고 있다. 중국 기업들이 짐바브웨의 리튬 광산에 투자하고 있으며, 이는 글로벌 배터리 제조업체에 중요한 공급원이 될 예정이다. 이로 인해 짐바브웨의 경제 기회가 증가하고 있지만, 정치적 불안정성과 외부 세력의 개입이 공급망에 미치는 리스크가 우려된다.",,"[""lithium""]",0.2,election
1257748046,False,기타,United States,"이 기사는 미국 펜실베이니아주 클레어턴의 코크 공장에서 발생한 폭발 사고에 대한 내용으로, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""coke"", ""coal""]",-0.5,explosion
999030115,False,기타,Argentina,"이 기사는 아르헨티나, 볼리비아, 베네수엘라 및 미국의 CIA와 관련된 정치적 상황을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,[],-0.5,Political Event
1270853008,True,지정학,Australia,"호주 앨버니 총리는 미국과의 핵심 광물 거래 및 중국 전투기의 적대적 행동에 대해 리 총리와 논의했다고 밝혔다. 이 회의에서 두 나라의 관계가 개선되고 안정되고 있음을 강조하며, 중국의 광물 수출 규제와 관련하여 호주가 미국과 협력할 것이라는 점을 언급했다. 또한, 중국 전투기가 호주 공군 정찰기와의 충돌 사건에 대해 우려를 표명했다. 이러한 지정학적 긴장은 호주의 공급망에 영향을 미칠 수 있다.",,"[""rare earth minerals""]",0.5,bilateral meeting
1210269524,False,기타,Perú,"이 기사는 페루와 홍콩 간의 자유무역협정 체결에 관한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""arándanos"", ""uvas"", ""harina de pescado"", ""zinc"", ""cobre"", ""prendas de vestir""]",0.5,comercio
1182185613,True,지정학,Australia,"중국 총리 리창과 호주 총리 앨버니지가 양국 간의 차이를 적절히 관리하기로 합의했다. 이 회의에서는 무역 장벽, 군사적 갈등, 중국의 핵심 광물 투자 의지 등이 논의되었다. 양국은 군사 간 소통 개선을 논의하기로 했다. 중국의 핵심 광물에 대한 투자 의지는 배터리 공급망에 중요한 영향을 미칠 수 있다.",,"[""critical minerals"", ""lithium"", ""rock lobsters"", ""beef""]",0.5,bilateral meeting
1000847834,True,지정학,Afghanistan,"아프가니스탄은 풍부한 광물 자원을 보유하고 있으며, 특히 리튬에 대한 관심이 높아지고 있다. 중국은 아프가니스탄의 리튬 자원에 투자할 의향을 보이고 있으며, 이는 아프가니스탄의 경제 회복에 기여할 수 있다. 그러나 높은 부패 수준이 외국 투자에 장애가 될 수 있다.",,"[""lithium"", ""copper"", ""gold"", ""iron"", ""chromite"", ""lead"", ""sodium chloride"", ""sulfur"", ""lapis lazuli"", ""neodymium"", ""cobalt"", ""niobium""]",0.2,investment invitation
970117931,False,기타,USA,"이 기사는 루이빌의 초등학교에서의 인종 분리 문제에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],-0.5,Policy Change
1248063973,False,기타,Zambia,"이 기사는 전직 대통령 에드가 룽구의 사망에 관한 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],0.0,Death
1259138222,True,정책,중국,"중국은 희토류의 채굴 및 가공에 대한 통제를 강화하는 새로운 규정을 발표했습니다. 이 규정은 희토류의 수출 및 생산에 대한 허가 절차를 중앙 집중화하고, 환경 기준을 강화하며, 위반 시 법적 처벌을 부과합니다. 이러한 조치는 미국과의 무역 갈등과 관련이 있으며, 미국 제조업체들이 필수 자재 부족에 직면할 수 있다는 우려를 낳고 있습니다.",,"[""rare earths"", ""germanium"", ""gallium"", ""titanium"", ""samarium"", ""gadolinium"", ""terbium"", ""dysprosium"", ""lutetium"", ""scandium"", ""yttrium""]",-0.5,Regulatory Change
1270188159,False,기타,India,"이 기사는 인도와 탈레반 간의 외교적 관계에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],0.5,Diplomatic Engagement
1160978059,True,정책,러시아,"미국 정부는 러시아의 전쟁 노력을 지원하는 개인 및 단체에 대해 500건 이상의 제재를 발표했다. 이 제재는 러시아의 금융 인프라와 주요 산업을 겨냥하고 있으며, 특히 군사 산업과 관련된 기업들이 포함되었다. 또한, 제재를 통해 러시아 다이아몬드 산업에 대한 금지 조치가 명확히 되었다. 이로 인해 러시아의 공급망에 대한 정책적 압박이 강화되었다.",,"[""financial infrastructure"", ""Russian banks"", ""payment systems"", ""investment firms"", ""financial technology companies"", ""Mir National Payment System"", ""regional financial institutions"", ""investment and venture capital funds"", ""financial technology companies""]",-0.5,sanctions
952237053,True,시장,중국,"중국의 GDP 성장률이 4.9%로 예상보다 낮은 수치를 기록했지만, 산업 생산 증가와 함께 철강 및 철광석 시장에 긍정적인 전망이 제시되고 있다. 그러나 호주와의 무역 관계가 긴장 상태에 있어 가격 변동성이 클 것으로 예상된다.",,"[""Steel"", ""Iron Ore"", ""Aluminium"", ""Copper""]",-0.2,Market Fluctuation
1235940867,False,기타,미국,"이 기사는 비트코인 채굴기 제조업체들이 미국의 관세 부과에 대응하기 위해 기계 배송을 서두르고 있다는 내용을 다루고 있으며, 공급망 리스크와 직접적인 관련이 없다.",,"[""aluminum""]",-0.5,tariff imposition
932275588,False,기타,USA,"이 기사는 2021년형 포드 F-150 트럭의 디자인과 기능에 대한 내용으로, 공급망 리스크와 관련된 정보가 포함되어 있지 않습니다.",,"[""aluminum"", ""hybrid powertrain""]",0.5,product launch
1085044907,False,기타,USA,"이 기사는 교회 건물의 철거와 관련된 논의에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""marble""]",-0.5,demolition
1171834057,True,시장,Canada,"캐나다와 동맹국들이 중국과 인도네시아의 니켈 시장 지배에 맞서기 위해 무역 조치를 고려하고 있으며, 이는 니켈 가격의 급락과 서방의 광산 운영에 대한 위협을 초래하고 있다. 주요 생산업체들이 운영을 중단하고 비관적인 전망을 내놓고 있는 상황이다.",,"[""nickel""]",-0.5,trade action
1169493797,True,정책,United States,"미국과 영국은 러시아산 알루미늄, 구리, 니켈의 수입을 금지하고 금속 거래소에서 새로운 러시아 생산품을 수용하지 않도록 조치했습니다. 이는 러시아의 수출 수익을 방해하기 위한 것으로, 우크라이나 침공과 관련된 제재의 일환입니다. 이러한 조치는 시장의 안정성을 최소화하기 위해 기존 재고는 거래가 가능하도록 면제됩니다. 이 조치는 러시아 금속의 거래가 할인된 가격으로 계속될 것으로 예상되며, 러시아의 수익이 감소할 것으로 보입니다.",,"[""aluminum"", ""copper"", ""nickel""]",-0.8,sanction
1248588253,True,정책,중국,"중국이 희토류 자석의 수출 통제를 강화함에 따라 글로벌 자동차 제조업체들이 생산 중단 위기에 처해 있습니다. 이로 인해 자동차 산업은 공급망 충격을 겪고 있으며, 기업들은 대체 공급원을 찾기 위해 고군분투하고 있습니다. 이 상황은 자동차 제조업체들이 중국 공급망에 과도하게 의존하고 있다는 경고를 받고 있습니다.",,"[""rare-earth magnets"", ""graphite"", ""manganese""]",-0.7,export control
907181195,True,생산,Indonesia,PT Freeport Indonesia가 Grasberg 광산의 채굴 권리를 확보하기 위해 새로운 구리 제련소 건설 날짜를 설정했습니다. 이는 생산 능력 확대와 관련된 긍정적인 소식입니다.,,"[""copper""]",0.5,construction obligation
1236149691,True,지정학,Democratic Republic of the Congo,"콩고 민주 공화국의 루바야에서의 콜탄 생산은 내전과 반군의 통제 아래에서 이루어지고 있으며, 이는 공급망에 심각한 지정학적 리스크를 초래하고 있다. M23 반군이 지역을 장악한 이후, 이들은 광물에 세금을 부과하고 있으며, 이는 지역 주민들에게는 경제적 이익을 가져오지만, 여전히 불안정한 상황이다. 또한, 콜탄의 밀수와 관련된 국제적 갈등이 존재한다.",,"[""coltan"", ""tin""]",-0.5,Conflict
1100112917,True,정책,Philippines,"필리핀 정부는 니켈 광석 수출 금지 계획이 없으며, 대신 광물 가공 투자 유치를 목표로 하고 있다고 발표했다. 이는 전기차 배터리 산업 발전을 위한 중요한 조치로, 니켈과 같은 필수 원자재의 가공을 통해 부가가치를 높이려는 전략이다. 또한, 전기차 관련 세금 정책과 수출 규제에 대한 논의가 진행되고 있다.",,"[""nickel ore""]",0.3,policy announcement
1058189413,True,정책,Russia,"미국, 유럽연합, 영국이 러시아에 대한 추가 제재를 강화하고 있으며, 이는 배터리 공급망에 영향을 미칠 수 있는 정책적 조치로 분류된다. 제재는 러시아의 금융기관, 특정 거래 및 투자에 대한 제한을 포함하고 있으며, 이는 글로벌 경제에 광범위한 영향을 미칠 수 있다. 기업들은 이러한 제재가 운영 및 비즈니스 관계에 미치는 영향을 평가해야 한다.",,"[""oil"", ""gas""]",-0.5,sanctions
1241416613,False,기타,United States,"이 기사는 미국과 중국 간의 무역 전쟁과 관련된 세금 및 관세 변경에 대한 내용으로, 공급망 리스크와 직접적인 연관이 없습니다.",,"[""clothes"", ""toys"", ""automobiles"", ""steel"", ""aluminum""]",-0.5,tariff changes
1022580999,False,기타,United States,"이 기사는 중앙 허드슨 변전소에서 발생하는 도난 사건과 관련된 안전 위험에 대해 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""copper""]",-0.5,theft
991940739,True,정책,Russia,"러시아가 8월 1일부터 금속(철강, 니켈, 구리, 알루미늄)에 대한 수출 세금을 부과할 예정이다. 이 조치는 국내 가격 상승을 억제하기 위한 노력으로, 생산자들에게 약 23억 달러의 비용이 발생할 것으로 예상된다. 생산자들은 이 조치가 가격 상승으로 이어질 수 있다고 경고하고 있다.",,"[""steel"", ""nickel"", ""copper"", ""aluminum""]",-0.5,export duties imposed
1255981946,True,정책,Myanmar,트럼프 행정부가 미얀마의 군부에 대한 제재를 해제하고 희토류 자원 접근을 모색하고 있다는 소식이 전해졌다. 이는 미얀마 군부가 미국과의 관계 정상화를 시도하는 과정에서 희토류 자원을 레버리지로 활용하려는 의도로 보인다. 그러나 이러한 정책 변화는 미얀마 내전과 관련된 복잡한 상황과 환경 문제로 인해 실현 가능성이 낮다. 이로 인해 미얀마의 희토류 공급망에 대한 정책적 리스크가 증가할 것으로 예상된다.,,"[""rare earth minerals""]",-0.5,sanction removal
956596041,True,생산,Peru,"페루의 석유 산업이 위기에 처해 있으며, 이는 COVID-19 팬데믹, 규제의 일관성 부족, 아마존 지역의 지속적인 갈등 등 여러 요인에 의해 촉발되었다. 이로 인해 페루의 석유 생산이 중단되고 있으며, 특히 원주율이 감소하고 있다. 또한, 지역 사회의 반발과 시위로 인해 에너지 인프라에 대한 공격이 발생하고, 이는 석유 생산에 직접적인 영향을 미치고 있다.",,"[""oil"", ""hydrocarbon""]",-0.5,protests
1179057604,True,정책,Chile,"칠레의 리튬 전략이 현재의 광산 허가 시스템을 위협하고 있으며, 이는 국가의 광물 공급망 리더십에 부정적인 영향을 미칠 수 있다는 우려가 제기되고 있다. 이로 인해 칠레는 경쟁력을 잃고, 경제적 손실이 발생할 수 있다.",,"[""litio""]",-0.5,cambio político
1168484600,False,기타,Ecuador,"이 기사는 에콰도르와 페루의 국경 지역에서의 환경 파괴와 생물 다양성 손실에 대한 내용을 다루고 있으며, 배터리 공급망과 관련된 핵심 광물 공급망 리스크와는 무관합니다.",,"[""madera"", ""petróleo"", ""oro""]",-0.5,deforestation
952318971,False,기타,Russia,"이 기사는 러시아의 야당 지도자 알렉세이 나발니가 독살 공격을 당한 사건에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""Novichok""]",-0.8,Assassination Attempt
1238942153,True,정책,Philippines,"일본과 영국은 필리핀의 원자재 수출 금지 제안에 대해 우려를 표명하며, 이는 세계 무역 기구(WTO) 규칙과 일치하지 않으며 글로벌 공급망에 부정적인 영향을 미칠 수 있다고 주장했다. 필리핀 정부는 이 제안이 자국의 광업 발전을 촉진하기 위한 것이라고 설명했다. 이 법안은 5년 동안 원자재 수출을 금지하여 국내 가공 능력을 구축하려는 목적을 가지고 있다.",,"[""nickel""]",-0.5,export restriction proposal
1035350915,True,정책,Russia,"러시아가 특정 상품 수출 금지를 발표하면서 공급망에 미치는 영향이 우려되고 있다. 특히 농산물과 석탄 수출이 주요 이슈로 부각되고 있으며, 이는 유럽의 철광석 공급에도 영향을 미칠 것으로 예상된다. 이러한 상황은 드라이 벌크 시장의 운임 상승으로 이어지고 있다.",,"[""oil"", ""liquefied natural gas"", ""coal"", ""telecoms"", ""medical equipment"", ""vehicles"", ""agricultural products"", ""electrical equipment"", ""timber"", ""wheat"", ""iron ore""]",-0.5,export ban
1089520242,True,지정학,Russia,"러시아의 우크라이나 침공은 에너지 시장에 큰 영향을 미쳤으며, 이는 배터리 및 청정 에너지 전환에 필수적인 광물 공급망에도 영향을 미치고 있다. 러시아는 여전히 세계 에너지 시장에서 중요한 역할을 하고 있으며, 이는 공급망 리스크를 증가시키는 요소로 작용하고 있다.",,"[""oil"", ""gas"", ""diesel"", ""coal"", ""uranium""]",-0.5,geopolitical conflict
1031929157,False,기타,Unknown,"이 기사는 석유 시장의 변동성과 관련된 내용으로, 공급망 리스크와는 직접적인 연관이 없습니다.",,"[""oil""]",-0.5,geopolitical conflict
1038434575,False,기타,Ukraine,"이 기사는 우크라이나 동부의 기차역에서 발생한 로켓 공격과 관련된 내용으로, 공급망 리스크와는 무관합니다.",,"[""fertilizers"", ""pipe valves""]",-0.8,military strike
1216076980,True,정책,Mexico,"멕시코의 클라우디아 쉰바움 대통령이 논란이 많은 노천 채굴 금지 법안에 대한 검토를 발표했습니다. 이 법안은 환경 보호와 경제적 우선 사항의 균형을 맞추기 위해 논의된 후 의회에서 승인되었습니다. 멕시코의 광업 산업은 국가 경제의 기둥으로, 산업 GDP의 약 8%를 차지하고 있습니다. CAMIMEX는 전면적인 금지가 GDP를 1% 감소시키고 20만 개의 일자리를 위협할 수 있다고 경고했습니다. 노천 채굴은 국가의 광업 생산 가치의 60%를 차지하며, 금, 은, 구리 및 리튬과 같은 주요 자원을 추출하는 데 필수적입니다. 전 대통령인 안드레스 마누엘 로페스 오브라도르 하에서는 광업 부문에 대한 엄격한 규제가 있었습니다. 쉰바움 대통령은 경제적 어려움에 직면해 있으며, 외국 자본 없이는 양질의 일자리와 교육, 의료를 제공하기 어려울 것입니다.",,"[""gold"", ""silver"", ""copper"", ""lithium""]",0.2,policy review
1142925449,True,정책,EU,"EU는 러시아에 대한 제재가 무역에 미친 영향을 발표했습니다. 제재 이후 러시아의 EU 수출 비중이 크게 감소했으며, 이는 정책적 조치로 인한 결과입니다.",,"[""natural gas"", ""petroleum oils"", ""nickel"", ""iron"", ""steel"", ""fertilizers""]",-0.5,sanctions
994999794,True,정책,중국,"미국 정부는 신장 지역과 관련된 인권 문제로 인해 미국 기업들이 신장과 연결된 공급망에서 벗어나지 않을 경우 법적 위험이 높아질 수 있다고 경고하고 있습니다. 이로 인해 기업들은 신장과의 연결성을 식별하기 위해 더욱 철저한 실사를 수행해야 하며, 이는 정책적 조치로 분류됩니다.",,"[""raw cotton"", ""hami melons"", ""korla pears"", ""tomato products"", ""garlic"", ""cell phones"", ""cleaning supplies"", ""construction"", ""cotton yarn"", ""cotton fabric"", ""ginning"", ""spinning mills"", ""cotton products"", ""electronics assembly"", ""coal"", ""copper"", ""hydrocarbons"", ""oil"", ""uranium"", ""zinc"", ""fake hair"", ""human hair wigs"", ""hair accessories"", ""food processing factories"", ""footwear"", ""gloves"", ""hospitality services"", ""metallurgical grade silicon"", ""noodles"", ""printing products"", ""renewable energy"", ""polysilicon"", ""ingots"", ""wafers"", ""crystalline silicon solar cells"", ""crystalline silicon solar photovoltaic modules"", ""stevia"", ""sugar"", ""textiles"", ""apparel"", ""bedding"", ""carpets"", ""wool"", ""toys""]",-1.0,Advisory on supply-chain risks
1147809652,True,정책,중국,"중국이 희토류 광물의 추출 및 분리 기술 수출을 금지하는 새로운 목록을 발표했다. 이 조치는 희토류 자원의 30% 이상을 보유하고 있는 중국이 세계의 70% 이상의 수요를 충족시키고 있다는 점에서 중요한 의미를 가진다. 이로 인해 미국과 서방 국가들은 중국에 의존하게 되며, 이는 정책적 리스크로 분류된다.",,"[""rare earths"", ""germanium""]",-0.5,export ban
1002854080,False,기타,Guinea,"이 기사는 기니에서의 군사 쿠데타에 관한 내용으로, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""bauxite""]",-0.5,military coup
1127918552,False,기타,러시아,"이 기사는 러시아의 우크라이나 침공과 관련된 제재에 대한 내용으로, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""oil"", ""petroleum products"", ""aviation equipment""]",-0.5,sanctions
955984186,False,기타,미국,"이 기사는 USS Shenandoah 박물관에 대한 이야기로, 공급망 리스크와 관련된 내용이 없습니다.",,"[""duralumin framework"", ""silver outer cover"", ""airtight gas cells"", ""ropes"", ""rigging"", ""cups"", ""plates"", ""sugar bowl"", ""lampshade made from Shenandoah canvas"", ""aluminum wash basin""]",0.2,crash
983550116,False,기타,Australia,"이 기사는 중국과 호주 간의 경제 대화 중단에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""iron ore""]",-0.5,suspension
1200810709,True,생산,Cuba,"허리케인 헬렌이 플로리다 북서부에 상륙하면서 최소 44명이 사망하고, 여러 주에서 구조 작업이 진행되고 있다. 이로 인해 전력 공급이 중단되었고, 전기차가 소금물에 침수될 경우 화재 위험이 있다는 경고가 나왔다. 이는 배터리 생산 및 공급망에 영향을 미칠 수 있다.",,"[""electric vehicle batteries""]",-0.5,natural disaster
1247131746,False,기타,미국,"이 기사는 트럼프 행정부의 무역 정책과 관련된 법적 문제를 다루고 있으며, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""copper"", ""pharmaceuticals"", ""solar panels"", ""washing machines"", ""steel"", ""aluminium"", ""automobile"", ""auto parts""]",-0.5,legal appeal
1025718154,True,정책,Congo,"중국의 제국주의적 접근 방식이 아프리카의 자원에 대한 접근을 보장하기 위해 부패한 정치인들과의 거래를 통해 이루어지고 있으며, 이는 코발트와 콜탄과 같은 전략적 광물의 공급망에 영향을 미치고 있다. 특히, 콩고에서의 중국의 자원 거래는 부패와 불공정한 계약으로 이어져, 현지 경제와 자원 관리에 심각한 문제를 초래하고 있다.",,"[""cobalt"", ""coltan""]",-0.8,political manipulation
1103803655,False,기타,Ukraine,"이 기사는 우크라이나 전쟁과 관련된 정치적 상황을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,[],-0.5,Military Conflict
1169868446,True,정책,India,"이 기사는 이란의 드론 공격으로 인한 중동의 지정학적 긴장이 금속 가격에 미치는 영향을 다루고 있으며, 미국과 영국의 러시아 금속에 대한 제재가 시행됨에 따라 금속 주식이 상승하고 있다는 내용을 포함하고 있습니다. 이는 배터리 제조에 필요한 금속 공급망에 직접적인 영향을 미칠 수 있습니다. 특히, 알루미늄, 구리, 니켈의 공급이 제한될 것으로 예상됩니다. 이러한 정책 변화는 공급망에 중대한 영향을 미칠 수 있습니다.",,"[""copper"", ""zinc"", ""lead"", ""steel"", ""aluminum"", ""nickel""]",0.3,sanctions imposed
